priority,plan_id,facility_id,region,prefecture,facility,facility_source,facility_normalized,category,treatment,treatment_class,status,match_score,document_url,amount,tax,unit,products,makers,score,page,excerpt,qc_reason,error
B,P00428,F0019,近畿,兵庫県,医療法人社団佳和会 中山クリニック,医療法人社団佳和会 中山クリニック,医療法人社団佳和会 中山クリニック,第二種,自家培養脂肪由来幹細胞を用いた変形性関節症治療,脂肪由来幹細胞,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2607008/5/0,3060000,税込,片側,,,7,6,"費用(税込) 【片側】自家培養脂肪由来間葉系幹細胞投与・0.5 億cells 3,060,000 円 【片側】自家培養脂肪由来間葉系幹細胞投与・1 億cells 4,620,000 円",line-level medium price context,
B,P00429,F0022,近畿,兵庫県,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503024/5/0,55000,税込,,ACP MAX|ACP,Arthrex,6,8,"費用(税込み) ACP-PRP 55,000 円 ACP MAX 198,000 円",price candidates remain ambiguous,
B,P00429,F0022,近畿,兵庫県,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503024/5/0,154000,不明,,ACP MAX|ACP,Arthrex,2,8,"198,000 円 ACP-PRP+Medicalfitness 「tobe~.」* 154,000 円 ACP MAX+ Medical fitness 「tobe~.」* 297,000 円",price candidates remain ambiguous,
B,P00429,F0022,近畿,兵庫県,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503024/5/0,198000,不明,,ACP MAX|ACP,Arthrex,2,8,"55,000 円 ACP MAX 198,000 円 ACP-PRP+Medicalfitness 「tobe~.」* 154,000 円",price candidates remain ambiguous,
B,P00429,F0022,近畿,兵庫県,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503024/5/0,297000,不明,,ACP MAX|ACP,Arthrex,2,8,"154,000 円 ACP MAX+ Medical fitness 「tobe~.」* 297,000 円",price candidates remain ambiguous,
B,P00430,F0022,近畿,兵庫県,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,第二種,自家多血小板血漿（PRP）を用いた脊椎由来疼痛の治療,PRP,AUTO,0.9673,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503025/5/0,297000,税込,,ACP MAX|ACP,Arthrex,8,,"しません。 治療の種類 費用(税込み) ACP-PRP 55,000 円 ACP MAX 198,000 円 ACP-PRP+Medicalfitness 「tobe~.」* 154,000 円 ACP MAX+ Medical fitness 「tobe~.」* 297,000 円 9 12.試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみに使用しま す。ただし、症例検討や学会発表を目的として、血液やPRP の測定を行い、データ を取得することがあります。 血液およびPRP は微量で全量を使用するため、保管はしません。治療に用いない血 液またはPR",,
B,P00430,F0022,近畿,兵庫県,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,第二種,自家多血小板血漿（PRP）を用いた脊椎由来疼痛の治療,PRP,AUTO,0.9673,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503025/5/0,55000,税込,,ACP MAX|ACP,Arthrex,0,,"費用負担で一次対応を行います。 当院での対応が困難な場合は当院の費用負担で輸血のための設備、優先的に使用でき る病床等を備えた医療連携先へ搬送し治療を行い最善の対処をいたします。 健康被害(合併症)に伴う金銭補償はいたしません。 治療の種類 費用(税込み) ACP-PRP 55,000 円 ACP MAX 198,000 円 ACP-PRP+Medicalfitness 「tobe~.」* 154,000 円 ACP MAX+ Medical fitness 「tobe~.」* 297,000 円 9 12.試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自",,
B,P00430,F0022,近畿,兵庫県,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,第二種,自家多血小板血漿（PRP）を用いた脊椎由来疼痛の治療,PRP,AUTO,0.9673,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503025/5/0,154000,税込,,ACP MAX|ACP,Arthrex,0,,"医療連携先へ搬送し治療を行い最善の対処をいたします。 健康被害(合併症)に伴う金銭補償はいたしません。 治療の種類 費用(税込み) ACP-PRP 55,000 円 ACP MAX 198,000 円 ACP-PRP+Medicalfitness 「tobe~.」* 154,000 円 ACP MAX+ Medical fitness 「tobe~.」* 297,000 円 9 12.試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみに使用しま す。ただし、症例検討や学会発表を目的として、血液やPRP の測定を行い、データ を取得することがあります。",,
B,P00430,F0022,近畿,兵庫県,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,医療法人社団大室整形外科 脊椎・関節クリニック,第二種,自家多血小板血漿（PRP）を用いた脊椎由来疼痛の治療,PRP,AUTO,0.9673,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503025/5/0,198000,税込,,ACP MAX|ACP,Arthrex,0,,"での対応が困難な場合は当院の費用負担で輸血のための設備、優先的に使用でき る病床等を備えた医療連携先へ搬送し治療を行い最善の対処をいたします。 健康被害(合併症)に伴う金銭補償はいたしません。 治療の種類 費用(税込み) ACP-PRP 55,000 円 ACP MAX 198,000 円 ACP-PRP+Medicalfitness 「tobe~.」* 154,000 円 ACP MAX+ Medical fitness 「tobe~.」* 297,000 円 9 12.試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみに使用しま す。ただし、症例検",,
B,P00431,F0023,近畿,兵庫県,医療法人社団大雄会 大井クリニック,医療法人社団大雄会 大井クリニック,医療法人社団大雄会 大井クリニック,第二種,多血小板血漿抽出液による関節症治療,PRP/APS,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2303010/5/0,110000,税込,,APS|GPS,Zimmer Biomet,8,,"部署:整形外科 連絡先:0798-73-7000 14.費用について 細胞の提供に際して費用は発生しません。 治療の提供に際しては、本治療は公的保険の対象ではありませんので、当院所定の施術料として以下の金額 をお支払いいただきます。 ・GPS®IIIシステム使用 110,000円(税込) (APSキットを使用せず、作製したPRPをそのまま使用する場合) ・GPS®IIIシステム、APSキット使用 330,000円(税込) (APSキットを使用してさらに抽出を行い純度を高めて使用する場合) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回さ",,
B,P00431,F0023,近畿,兵庫県,医療法人社団大雄会 大井クリニック,医療法人社団大雄会 大井クリニック,医療法人社団大雄会 大井クリニック,第二種,多血小板血漿抽出液による関節症治療,PRP/APS,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2303010/5/0,330000,税込,,APS|GPS,Zimmer Biomet,8,,"、本治療は公的保険の対象ではありませんので、当院所定の施術料として以下の金額 をお支払いいただきます。 ・GPS®IIIシステム使用 110,000円(税込) (APSキットを使用せず、作製したPRPをそのまま使用する場合) ・GPS®IIIシステム、APSキット使用 330,000円(税込) (APSキットを使用してさらに抽出を行い純度を高めて使用する場合) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用が発生している 場合は、発生した費用については患者様にご負担いただきますのでご了承ください。",,
B,P00432,F0024,近畿,兵庫県,医療法人社団弘道会 第2西原クリニック,医療法人社団弘道会 第2西原クリニック,医療法人社団弘道会 第2西原クリニック,第二種,自己脂肪由来幹細胞を用いた慢性疼痛の治療,脂肪由来幹細胞,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2409017/5/0,1760000,税込,,,,8,,"せていただきます。 再生医療事務局 電話番号:072-778-9900 12.費用について 本治療は保険適用外であるため、治療にかかる費用全額をご自分で ご負担いただきます。その他、本治療を受けるために必要となった 旅費、交通費などの全ての費用もご自分でご負担いただきます。 本治療にかかる費用は¥1,760,000円(税込)となっております。 なお、脂肪の採取後や、細胞加工物の製造後に同意を撤回された場 合など、同意を撤回さ れる時点までに費用が発生している場合は、発生した費用について はあなたにご負担いただきますのでご了承ください。 13.他の治療法の有無、本治療法との比較について 他の治療法としては、薬物療法(飲み薬、湿布、トリガーポイント 注射",,
B,P00433,F0024,近畿,兵庫県,医療法人社団弘道会 第2西原クリニック,医療法人社団弘道会 第2西原クリニック,医療法人社団弘道会 第2西原クリニック,第二種,自己脂肪由来幹細胞を用いた変形性関節症の治療Ver.2,脂肪由来幹細胞,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2412001/5/0,1650000,税込,1回,,,9,,"管理 者(院長)へと報告し対応します。 再生医療事務局 電話番号:072-778-9900 13.費用について 本治療は保険適用外であるため、治療にかかる費用全額をお支払い いただきます。その他、本治療を受けるために必要となった旅費、 交通費などの全ての費用も同様です。 本治療にかかる費用は、1回 1,650,000円(税込)です。 なお、同意を撤回された場合など、同意を撤回される時点までに発 生した費用(治療費等)についてはご負担ください。 14.他の治療法の有無、本治療法との比較について 変形性関節症の治療法には保存療法と手術療法の2つの方法があり ます。薬物投与、装具装着、リハビリテーションなどの保存療法で 効果がない場合は、手術療法が選択され",,
B,P00434,F0025,近畿,兵庫県,医療法人社団成道会 神戸関節症クリニック,医療法人社団成道会 神戸関節症クリニック,医療法人社団成道会 神戸関節症クリニック,第二種,PRP由来自己タンパク溶液（APS）の投与による軟骨損傷および変形性関節症治療,APS,AUTO,0.8969,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2211007/5/0,400000,不明,1 回,APS,Zimmer Biomet,7,,には否定できない 品質管理された安全性の高いもの だが、アレルギー反応などの可能性 を完全には否定できない 治療にかかる費用について この治療は公的保険の対象ではありませんので、当クリニックの所定の施術料をお支払いい ただきます。治療にかかる費用は初診料のほか、1 回の施術あたり30~40 万円です。ご不明 な点は医師・スタッフにお尋ねください。 その他治療についての注意事項 患者様の体調が良くない場合や、採取した血液の状態によっては、APS を分離できないこと があります。 その際には、再度採血をさせていただく場合があります。 また、APS を濃縮す,,
B,P00435,F0026,近畿,兵庫県,医療法人社団武部整形外科リハビリテーション,医療法人社団武部整形外科リハビリテーション,医療法人社団武部整形外科リハビリテーション,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2110023/5/0,44000,税込,2 回分,,,9,,"健康保険を使用することはできません。 (2) 本治療にかかる費用は、以下のとおりです。なお、費用は、治療に伴う診査、 PRP 調製のための採血にかかる費用、PRP 調製費用、注入にかかる費用の 総額となります。左右両側に投与する場合は、2 回分です。 PRP 療法1回(1 部位) 44,000 円(消費税込) 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみに 使用します。ただし、症例検討や学会発表を目的として、血液やPRP の測 定を行い、データを取得することがあります。 血液およびPRP は微量で全量を使用するため、保管はしません。治療に 用いない血液ま",,
B,P00436,F0030,近畿,兵庫県,医療法人社団高遼会 整形外科たかひろクリニック,医療法人社団高遼会 整形外科たかひろクリニック,医療法人社団高遼会 整形外科たかひろクリニック,第二種,多血小板血漿（PRP）を用いた変形性関節症治療,PRP,AUTO,0.952,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0,100000,税別,,,,8,,"定性 PRP は患者様自身の血液から製造するため、品質がば らつく可能性がある。 医薬品として承認されてお り、品質は安定している アレルギーの 可能性 自家移植のため、極めて低い。 品質管理された安全性の高 いものだが、アレルギー反 応などの可能性を完全には 否定できない。 費用 100,000 円(税抜) 300,000 円(税抜) 保険適用:2000 円前後/回 (膝関節内投与の場合) 詳細やご不明な点は医師・スタッフまでお気軽にお尋ねください。 施術後、患者様の個人的な事情及び金銭等に関する問題に関しては一切の責を負いかねますのでご 了承ください。 投与後の経過観察について",,
B,P00436,F0030,近畿,兵庫県,医療法人社団高遼会 整形外科たかひろクリニック,医療法人社団高遼会 整形外科たかひろクリニック,医療法人社団高遼会 整形外科たかひろクリニック,第二種,多血小板血漿（PRP）を用いた変形性関節症治療,PRP,AUTO,0.952,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0,2000,税別,,,,6,,"能性がある。 医薬品として承認されてお り、品質は安定している アレルギーの 可能性 自家移植のため、極めて低い。 品質管理された安全性の高 いものだが、アレルギー反 応などの可能性を完全には 否定できない。 費用 100,000 円(税抜) 300,000 円(税抜) 保険適用:2000 円前後/回 (膝関節内投与の場合) 詳細やご不明な点は医師・スタッフまでお気軽にお尋ねください。 施術後、患者様の個人的な事情及び金銭等に関する問題に関しては一切の責を負いかねますのでご 了承ください。 投与後の経過観察について 本治療の安全性及び有効性の確保、患者様の健康",,
B,P00436,F0030,近畿,兵庫県,医療法人社団高遼会 整形外科たかひろクリニック,医療法人社団高遼会 整形外科たかひろクリニック,医療法人社団高遼会 整形外科たかひろクリニック,第二種,多血小板血漿（PRP）を用いた変形性関節症治療,PRP,AUTO,0.952,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0,300000,税別,,,,6,,"血液から製造するため、品質がば らつく可能性がある。 医薬品として承認されてお り、品質は安定している アレルギーの 可能性 自家移植のため、極めて低い。 品質管理された安全性の高 いものだが、アレルギー反 応などの可能性を完全には 否定できない。 費用 100,000 円(税抜) 300,000 円(税抜) 保険適用:2000 円前後/回 (膝関節内投与の場合) 詳細やご不明な点は医師・スタッフまでお気軽にお尋ねください。 施術後、患者様の個人的な事情及び金銭等に関する問題に関しては一切の責を負いかねますのでご 了承ください。 投与後の経過観察について 本治療の安",,
B,P00437,F0028,近畿,兵庫県,藤田整形外科 スポーツクリニック,藤田整形外科 スポーツクリニック,藤田整形外科 スポーツクリニック,第二種,慢性関節症に対する多血小板血漿（PRP）関節内投与療法,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506023/5/0,27500,税込,2 回分,,,9,,"ることはできません。 (2) 本治療にかかる費用は、以下のとおりです。なお、費用は、治療に伴う診査、 PRP 調製のための採血にかかる費用、PRP 調製費用、注入にかかる費用の 総額となります。左右両側に投与する場合は、2 回分です。 PRP 療法1回(1 部位) 27,500 円(税込) 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみに 使用します。ただし、症例検討や学会発表を目的として、血液やPRP の測 定を行い、データを取得することがあります。 血液およびPRP は微量で全量を使用するため、保管はしません。治療に 用いない血液またはPR",,
B,P00438,F0029,近畿,兵庫県,野間総合診療クリニック,野間総合診療クリニック,野間総合診療クリニック,第二種,自家脂肪由来間葉系幹細胞を用いた慢性疼痛の治療,脂肪由来MSC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2607015/5/0,880000,税込,1回,,,7,,"10〜18 時 診察時間外の連絡方法:翌営業日に折り返し 14.費用について 細胞の提供に際して費用は発生しません。 本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。本治 療にかかる費用は1回の投与毎に以下のとおりとなっております。 ・1億個投与:880,000円(税込) ・2億個投与:1,760,000円(税込) ・3億個投与:2,640,000円(税込) ※症状等の事情により金額は前後する可能性があります。 なお、脂肪の採取後や、細胞加工物の製造後に同意を撤回された場合など、同意を撤回される 時点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきますの で",,
B,P00438,F0029,近畿,兵庫県,野間総合診療クリニック,野間総合診療クリニック,野間総合診療クリニック,第二種,自家脂肪由来間葉系幹細胞を用いた慢性疼痛の治療,脂肪由来MSC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2607015/5/0,1760000,税込,1回,,,7,,"翌営業日に折り返し 14.費用について 細胞の提供に際して費用は発生しません。 本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。本治 療にかかる費用は1回の投与毎に以下のとおりとなっております。 ・1億個投与:880,000円(税込) ・2億個投与:1,760,000円(税込) ・3億個投与:2,640,000円(税込) ※症状等の事情により金額は前後する可能性があります。 なお、脂肪の採取後や、細胞加工物の製造後に同意を撤回された場合など、同意を撤回される 時点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきますの でご了承ください。 また、本治療は必ず効果が得",,
B,P00438,F0029,近畿,兵庫県,野間総合診療クリニック,野間総合診療クリニック,野間総合診療クリニック,第二種,自家脂肪由来間葉系幹細胞を用いた慢性疼痛の治療,脂肪由来MSC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2607015/5/0,2640000,税込,1回,,,7,,"細胞の提供に際して費用は発生しません。 本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。本治 療にかかる費用は1回の投与毎に以下のとおりとなっております。 ・1億個投与:880,000円(税込) ・2億個投与:1,760,000円(税込) ・3億個投与:2,640,000円(税込) ※症状等の事情により金額は前後する可能性があります。 なお、脂肪の採取後や、細胞加工物の製造後に同意を撤回された場合など、同意を撤回される 時点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきますの でご了承ください。 また、本治療は必ず効果が得られるものではなく、効果が得られなかった場合で",,
B,P00439,F0029,近畿,兵庫県,野間総合診療クリニック,野間総合診療クリニック,野間総合診療クリニック,第二種,自家脂肪由来間葉系幹細胞を用いた変形性関節症の治療,脂肪由来MSC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2607018/5/0,880000,税込,1回,,,12,5,"本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。本治 療にかかる費用は1回の投与毎に以下のとおりとなっております。 ・0.5〜1億個投与:880,000円(税込) ・2億個投与:1,760,000円(税込) なお、脂肪の採取後や、細胞加工物の製造後に同意を撤回された場合など、同意を撤回される",line-level strong price context,
B,P00439,F0029,近畿,兵庫県,野間総合診療クリニック,野間総合診療クリニック,野間総合診療クリニック,第二種,自家脂肪由来間葉系幹細胞を用いた変形性関節症の治療,脂肪由来MSC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2607018/5/0,1760000,税込,1回,,,12,5,"療にかかる費用は1回の投与毎に以下のとおりとなっております。 ・0.5〜1億個投与:880,000円(税込) ・2億個投与:1,760,000円(税込) なお、脂肪の採取後や、細胞加工物の製造後に同意を撤回された場合など、同意を撤回される 時点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきますの",line-level strong price context,
B,P00440,F0018,近畿,兵庫県,医療法人社団リハケア会 西川整形外科リハビリクリニック,医療法人社団リハケア会 西川整形外科リハビリクリニック,医療法人社団リハケア会 西川整形外科リハビリクリニック,第三種,多血小板血漿（PRP）の投与によるスポーツ外傷を含む筋、腱、靱帯損傷治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2402002/5/0,33000,税込,1回,GPS|MyCells,Zimmer Biomet|MyCells系,9,,"39, No. 6, 2011よ り 10. 治療にかかる費用につい て この治療は公的保険の対象ではありませんので、当病院所定の下記 の施術料をお支払いいただきます。 ・PRPを用いた治療(Mycells®キット)における施術料 33,000円 (税込) ・PRPを用いた治療(GPSIIIキット使用)における施術料 110,000円 (税込) ご不明な点は医師・スタッフにお尋ねください。なお1回の施術あ たりの費用は、患部の状態を確認した医師の判断、およびそれに応 じたPRP投与量等により変更となる場合がございます。 11. その他治療についての注意事 項",,
B,P00440,F0018,近畿,兵庫県,医療法人社団リハケア会 西川整形外科リハビリクリニック,医療法人社団リハケア会 西川整形外科リハビリクリニック,医療法人社団リハケア会 西川整形外科リハビリクリニック,第三種,多血小板血漿（PRP）の投与によるスポーツ外傷を含む筋、腱、靱帯損傷治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2402002/5/0,110000,税込,1回,GPS|MyCells,Zimmer Biomet|MyCells系,9,,"この治療は公的保険の対象ではありませんので、当病院所定の下記 の施術料をお支払いいただきます。 ・PRPを用いた治療(Mycells®キット)における施術料 33,000円 (税込) ・PRPを用いた治療(GPSIIIキット使用)における施術料 110,000円 (税込) ご不明な点は医師・スタッフにお尋ねください。なお1回の施術あ たりの費用は、患部の状態を確認した医師の判断、およびそれに応 じたPRP投与量等により変更となる場合がございます。 11. その他治療についての注意事 項 患者様の体調が良くない場合や、採取した血液の",,
B,P00441,F0019,近畿,兵庫県,医療法人社団佳和会 中山クリニック,医療法人社団佳和会 中山クリニック,医療法人社団佳和会 中山クリニック,第三種,多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408002/5/0,55000,税込,,GPS,Zimmer Biomet,8,,"窓口(担当部門:臨床検査部) 電話番号:078-935-6060 14.費用について 細胞の提供に際して費用は発生しません。 治療の提供に際しては、本治療は公的保険の対象ではありませんので、当院所定の施術料とし て以下の金額をお支払いいただきます。 ・Condensiaシステム:55,000 円(税込) ・GPS®IIIシステム:一般99,000 円・学生88,000 円(税込) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用 が発生している場合は、発生した費用については患者様にご負担いただきますのでご了承くださ",,
B,P00441,F0019,近畿,兵庫県,医療法人社団佳和会 中山クリニック,医療法人社団佳和会 中山クリニック,医療法人社団佳和会 中山クリニック,第三種,多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408002/5/0,88000,税込,,GPS,Zimmer Biomet,8,,".費用について 細胞の提供に際して費用は発生しません。 治療の提供に際しては、本治療は公的保険の対象ではありませんので、当院所定の施術料とし て以下の金額をお支払いいただきます。 ・Condensiaシステム:55,000 円(税込) ・GPS®IIIシステム:一般99,000 円・学生88,000 円(税込) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用 が発生している場合は、発生した費用については患者様にご負担いただきますのでご了承くださ い。 15.他の治療法の有無、本治療法との比較について 靭帯・腱及び腱",,
B,P00441,F0019,近畿,兵庫県,医療法人社団佳和会 中山クリニック,医療法人社団佳和会 中山クリニック,医療法人社団佳和会 中山クリニック,第三種,多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408002/5/0,99000,税込,,GPS,Zimmer Biomet,8,,"-6060 14.費用について 細胞の提供に際して費用は発生しません。 治療の提供に際しては、本治療は公的保険の対象ではありませんので、当院所定の施術料とし て以下の金額をお支払いいただきます。 ・Condensiaシステム:55,000 円(税込) ・GPS®IIIシステム:一般99,000 円・学生88,000 円(税込) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用 が発生している場合は、発生した費用については患者様にご負担いただきますのでご了承くださ い。 15.他の治療法の有無、本治療法との比較につ",,
B,P00442,F0014,近畿,兵庫県,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509002/5/0,39600,税込,,ACP,Arthrex,6,8,"費用(税込み) ACP-PRP 39,600 円 Condensia 39,600 円",price candidates remain ambiguous,
B,P00442,F0014,近畿,兵庫県,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509002/5/0,39600,不明,,GPS,Zimmer Biomet,2,8,"39,600 円 Condensia 39,600 円 GPSIII 110,000 円",price candidates remain ambiguous,
B,P00442,F0014,近畿,兵庫県,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509002/5/0,110000,不明,,ACP MAX|ACP|GPS,Arthrex|Zimmer Biomet,2,8,"39,600 円 GPSIII 110,000 円 HD-PRP(ACP MAX 使用) 149,600 円",price candidates remain ambiguous,
B,P00442,F0014,近畿,兵庫県,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509002/5/0,149600,不明,,ACP MAX|ACP|Angel,Arthrex,2,8,"110,000 円 HD-PRP(ACP MAX 使用) 149,600 円 HD-PRP(Angel 使用) 330,000 円",price candidates remain ambiguous,
B,P00442,F0014,近畿,兵庫県,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,医療法人社団S＆J しばはら整形外科スポーツ関節クリニック,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509002/5/0,330000,不明,,APS|Angel,Zimmer Biomet|Arthrex,2,8,"149,600 円 HD-PRP(Angel 使用) 330,000 円 APS 330,000 円",price candidates remain ambiguous,
